FLUKE 289,  V1.41,  0

Start Time,Stop Time,Elapsed Time,Interval,Total readings,Intervals,Input Events,Session Name
14/01/2026 14:30:01,14/01/2026 14:50:01,0:20:00,0:00:10,381,121,275,Save 4
Max Time,Max,Average,Min,Min Time,Scaling,
14/01/2026 14:30:04,1.6253 A DC,0.1896 A DC,0.1746 A DC,14/01/2026 14:48:15,(none)

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,Start Time,Duration,Max Time,Max,Average,Min Time,Min,Description,Stop Time
309,Sample,0.2257,14/01/2026 14:45:38.5,0.2257
309,Max,0.2257,14/01/2026 14:45:38.5
309,Min,0.2257,14/01/2026 14:45:38.5
310,Sample,0.1832,14/01/2026 14:45:38.6,0.17961
310,Max,0.1862,14/01/2026 14:45:38.8
310,Min,0.1771,14/01/2026 14:45:40.4
311,Sample,0.1791,14/01/2026 14:45:40.6,0.179886206896552
311,Min,0.1772,14/01/2026 14:45:41.0
311,Max,0.1844,14/01/2026 14:45:41.8
312,Sample,0.6826,14/01/2026 14:45:43.5,0.4582
312,Max,0.6826,14/01/2026 14:45:43.5
312,Min,0.2338,14/01/2026 14:45:43.6
313,Sample,0.1796,14/01/2026 14:45:43.7,0.1800671875
313,Min,0.1771,14/01/2026 14:45:47.0
313,Max,0.1988,14/01/2026 14:45:48.6
314,Sample,0.1787,14/01/2026 14:45:50.5,0.17998064516129
314,Max,0.1846,14/01/2026 14:45:51.0
314,Min,0.1776,14/01/2026 14:45:52.6
315,Sample,0.4975,14/01/2026 14:45:53.7,0.4975
315,Max,0.4975,14/01/2026 14:45:53.7
315,Min,0.4975,14/01/2026 14:45:53.7
316,Sample,0.1936,14/01/2026 14:45:53.8,0.179817777777778
316,Max,0.1936,14/01/2026 14:45:53.8
316,Min,0.1772,14/01/2026 14:45:57.6
317,Sample,0.2347,14/01/2026 14:45:58.7,0.2347
317,Max,0.2347,14/01/2026 14:45:58.7
317,Min,0.2347,14/01/2026 14:45:58.7
318,Sample,0.1859,14/01/2026 14:45:58.8,0.179983333333333
318,Max,0.1859,14/01/2026 14:45:58.8
318,Min,0.1775,14/01/2026 14:45:59.0
319,Sample,0.18,14/01/2026 14:46:00.6,0.179870967741936
319,Max,0.1853,14/01/2026 14:46:01.8
319,Min,0.1773,14/01/2026 14:46:03.4
320,Sample,0.5205,14/01/2026 14:46:03.7,0.3785
320,Max,0.5205,14/01/2026 14:46:03.7
320,Min,0.2365,14/01/2026 14:46:03.8
321,Sample,0.1786,14/01/2026 14:46:03.9,0.180287096774194
321,Max,0.1946,14/01/2026 14:46:08.9
321,Min,0.177,14/01/2026 14:46:10.4
322,Sample,0.1795,14/01/2026 14:46:10.6,0.179950602409639
322,Min,0.1772,14/01/2026 14:46:11.0
322,Max,0.1891,14/01/2026 14:46:17.1
323,Sample,0.6545,14/01/2026 14:46:18.9,0.4267
323,Max,0.6545,14/01/2026 14:46:18.9
323,Min,0.1989,14/01/2026 14:46:19.0
324,Sample,0.1804,14/01/2026 14:46:19.1,0.178964285714286
324,Min,0.1771,14/01/2026 14:46:20.2
324,Max,0.1855,14/01/2026 14:46:20.4
325,Sample,0.1808,14/01/2026 14:46:20.5,0.17950125
325,Min,0.1759,14/01/2026 14:46:23.9
325,Max,0.1914,14/01/2026 14:46:24.3
326,Sample,0.3082,14/01/2026 14:46:29.0,0.38305
326,Min,0.3082,14/01/2026 14:46:29.0
326,Max,0.4579,14/01/2026 14:46:29.1
327,Sample,0.1865,14/01/2026 14:46:29.2,0.180857142857143
327,Min,0.1779,14/01/2026 14:46:29.7
327,Max,0.1866,14/01/2026 14:46:30.2
328,Sample,0.1816,14/01/2026 14:46:30.6,0.179438271604938
328,Min,0.1757,14/01/2026 14:46:34.1
328,Max,0.1867,14/01/2026 14:46:38.1
329,Sample,0.605,14/01/2026 14:46:39.1,0.43345
329,Max,0.605,14/01/2026 14:46:39.1
329,Min,0.2619,14/01/2026 14:46:39.2
330,Sample,0.1794,14/01/2026 14:46:39.3,0.179366666666667
330,Min,0.1774,14/01/2026 14:46:39.4
330,Max,0.1819,14/01/2026 14:46:39.7
331,Sample,0.1793,14/01/2026 14:46:40.5,0.17923734939759
331,Min,0.1766,14/01/2026 14:46:43.7
331,Max,0.1842,14/01/2026 14:46:48.8
332,Sample,0.6826,14/01/2026 14:46:49.3,0.4432
332,Max,0.6826,14/01/2026 14:46:49.3
332,Min,0.2038,14/01/2026 14:46:49.4
333,Sample,0.1796,14/01/2026 14:46:49.5,0.178972727272727
333,Max,0.1831,14/01/2026 14:46:49.8
333,Min,0.1772,14/01/2026 14:46:50.0
334,Sample,0.177,14/01/2026 14:46:50.6,0.179294594594595
334,Min,0.1765,14/01/2026 14:46:50.7
334,Max,0.1829,14/01/2026 14:46:52.8
335,Sample,0.2218,14/01/2026 14:46:54.3,0.2218
335,Max,0.2218,14/01/2026 14:46:54.3
335,Min,0.2218,14/01/2026 14:46:54.3
336,Sample,0.1835,14/01/2026 14:46:54.4,0.179554385964912
336,Min,0.1768,14/01/2026 14:46:55.6
336,Max,0.1867,14/01/2026 14:46:56.4
337,Sample,0.1784,14/01/2026 14:47:00.6,0.17934
337,Min,0.1769,14/01/2026 14:47:01.2
337,Max,0.1847,14/01/2026 14:47:02.8
338,Sample,0.1978,14/01/2026 14:47:03.1,0.181142857142857
338,Max,0.1978,14/01/2026 14:47:03.1
338,Min,0.1777,14/01/2026 14:47:03.4
339,Sample,0.4529,14/01/2026 14:47:04.5,0.4529
339,Max,0.4529,14/01/2026 14:47:04.5
339,Min,0.4529,14/01/2026 14:47:04.5
340,Sample,0.1869,14/01/2026 14:47:04.6,0.17926779661017
340,Max,0.1952,14/01/2026 14:47:05.4
340,Min,0.1763,14/01/2026 14:47:09.5
341,Sample,0.1805,14/01/2026 14:47:10.5,0.179511111111111
341,Min,0.1767,14/01/2026 14:47:13.3
341,Max,0.1858,14/01/2026 14:47:13.9
342,Sample,0.4772,14/01/2026 14:47:14.6,0.42175
342,Max,0.4772,14/01/2026 14:47:14.6
342,Min,0.3663,14/01/2026 14:47:14.7
343,Sample,0.1865,14/01/2026 14:47:14.8,0.179501724137931
343,Max,0.1875,14/01/2026 14:47:18.4
343,Min,0.1766,14/01/2026 14:47:18.6
344,Sample,0.1799,14/01/2026 14:47:20.6,0.179441052631579
344,Min,0.1771,14/01/2026 14:47:23.5
344,Max,0.1904,14/01/2026 14:47:24.4
345,Sample,0.1779,14/01/2026 14:47:30.5,0.179632558139535
345,Min,0.1771,14/01/2026 14:47:30.9
345,Max,0.1856,14/01/2026 14:47:32.5
346,Sample,0.5678,14/01/2026 14:47:34.9,0.5678
346,Max,0.5678,14/01/2026 14:47:34.9
346,Min,0.5678,14/01/2026 14:47:34.9
347,Sample,0.1937,14/01/2026 14:47:35.0,0.179313461538462
347,Max,0.1937,14/01/2026 14:47:35.0
347,Min,0.1761,14/01/2026 14:47:39.9
348,Sample,0.1776,14/01/2026 14:47:40.6,0.179286315789474
348,Min,0.1765,14/01/2026 14:47:44.9
348,Max,0.1834,14/01/2026 14:47:50.2
349,Sample,0.1823,14/01/2026 14:47:50.6,0.179493684210526
349,Max,0.1913,14/01/2026 14:47:54.0
349,Min,0.1768,14/01/2026 14:47:58.6
350,Sample,0.6836,14/01/2026 14:48:00.1,0.4875
350,Max,0.6836,14/01/2026 14:48:00.1
350,Min,0.2914,14/01/2026 14:48:00.2
351,Sample,0.1824,14/01/2026 14:48:00.3,0.18105
351,Max,0.1824,14/01/2026 14:48:00.3
351,Min,0.1797,14/01/2026 14:48:00.4
352,Sample,0.1798,14/01/2026 14:48:00.5,0.179318279569892
352,Max,0.1895,14/01/2026 14:48:03.0
352,Min,0.1765,14/01/2026 14:48:04.4
353,Sample,0.6608,14/01/2026 14:48:10.3,0.42925
353,Max,0.6608,14/01/2026 14:48:10.3
353,Min,0.1977,14/01/2026 14:48:10.4
354,Sample,0.1766,14/01/2026 14:48:10.5,0.1766
354,Max,0.1766,14/01/2026 14:48:10.5
354,Min,0.1766,14/01/2026 14:48:10.5
355,Sample,0.1761,14/01/2026 14:48:10.6,0.178702150537634
355,Max,0.1845,14/01/2026 14:48:13.8
355,Min,0.1746,14/01/2026 14:48:15.3
356,Sample,0.2853,14/01/2026 14:48:20.3,0.2853
356,Max,0.2853,14/01/2026 14:48:20.3
356,Min,0.2853,14/01/2026 14:48:20.3
357,Sample,0.3747,14/01/2026 14:48:20.4,0.3747
357,Max,0.3747,14/01/2026 14:48:20.4
357,Min,0.3747,14/01/2026 14:48:20.4
358,Sample,0.1829,14/01/2026 14:48:20.5,0.178726041666667
358,Min,0.176,14/01/2026 14:48:25.5
358,Max,0.1854,14/01/2026 14:48:29.6
359,Sample,0.1804,14/01/2026 14:48:30.6,0.178948979591837
359,Max,0.1832,14/01/2026 14:48:30.8
359,Min,0.1763,14/01/2026 14:48:34.2
360,Sample,0.5079,14/01/2026 14:48:35.5,0.37055
360,Max,0.5079,14/01/2026 14:48:35.5
360,Min,0.2332,14/01/2026 14:48:35.6
361,Sample,0.1818,14/01/2026 14:48:35.7,0.178756818181818
361,Min,0.1763,14/01/2026 14:48:38.7
361,Max,0.1836,14/01/2026 14:48:39.8
362,Sample,0.1789,14/01/2026 14:48:40.6,0.178760784313725
362,Max,0.1842,14/01/2026 14:48:40.8
362,Min,0.1765,14/01/2026 14:48:44.5
363,Sample,0.6659,14/01/2026 14:48:45.7,0.43395
363,Max,0.6659,14/01/2026 14:48:45.7
363,Min,0.202,14/01/2026 14:48:45.8
364,Sample,0.1775,14/01/2026 14:48:45.9,0.178969565217391
364,Min,0.1765,14/01/2026 14:48:46.2
364,Max,0.1834,14/01/2026 14:48:47.4
365,Sample,0.1766,14/01/2026 14:48:50.5,0.178739583333333
365,Min,0.1764,14/01/2026 14:48:50.6
365,Max,0.1842,14/01/2026 14:48:53.8
366,Sample,0.3699,14/01/2026 14:48:55.8,0.33185
366,Max,0.3699,14/01/2026 14:48:55.8
366,Min,0.2938,14/01/2026 14:48:55.9
367,Sample,0.1821,14/01/2026 14:48:56.0,0.17975
367,Min,0.1774,14/01/2026 14:48:58.7
367,Max,0.1856,14/01/2026 14:48:59.5
368,Sample,0.178,14/01/2026 14:49:00.6,0.179036734693878
368,Min,0.1769,14/01/2026 14:49:00.9
368,Max,0.1893,14/01/2026 14:49:03.1
369,Sample,0.6736,14/01/2026 14:49:05.9,0.43945
369,Max,0.6736,14/01/2026 14:49:05.9
369,Min,0.2053,14/01/2026 14:49:06.0
370,Sample,0.1783,14/01/2026 14:49:06.1,0.178809090909091
370,Max,0.1872,14/01/2026 14:49:07.8
370,Min,0.1764,14/01/2026 14:49:08.4
371,Sample,0.1774,14/01/2026 14:49:10.6,0.179260416666667
371,Min,0.1761,14/01/2026 14:49:11.0
371,Max,0.1911,14/01/2026 14:49:16.8
372,Sample,0.1793,14/01/2026 14:49:20.6,0.180034545454545
372,Min,0.1769,14/01/2026 14:49:20.9
372,Max,0.1967,14/01/2026 14:49:21.1
373,Sample,0.5209,14/01/2026 14:49:26.1,0.5209
373,Max,0.5209,14/01/2026 14:49:26.1
373,Min,0.5209,14/01/2026 14:49:26.1
374,Sample,0.1913,14/01/2026 14:49:26.2,0.180131707317073
374,Max,0.1936,14/01/2026 14:49:26.3
374,Min,0.177,14/01/2026 14:49:27.0
375,Sample,0.1818,14/01/2026 14:49:30.8,0.251266666666667
375,Min,0.1772,14/01/2026 14:49:31.0
375,Max,0.5798,14/01/2026 14:49:31.2
376,Sample,0.1774,14/01/2026 14:49:31.4,0.179365934065934
376,Min,0.1765,14/01/2026 14:49:31.5
376,Max,0.1944,14/01/2026 14:49:39.6
377,Sample,0.1781,14/01/2026 14:49:40.5,0.179483333333333
377,Max,0.1882,14/01/2026 14:49:45.9
377,Min,0.177,14/01/2026 14:49:49.2
378,Sample,0.1778,14/01/2026 14:49:50.6,0.22998
378,Min,0.1778,14/01/2026 14:49:50.6
378,Max,0.6527,14/01/2026 14:49:51.4
379,Sample,0.1789,14/01/2026 14:49:51.6,0.179421176470588
379,Min,0.1768,14/01/2026 14:49:54.6
379,Max,0.1896,14/01/2026 14:50:00.0
380,Sample,0.177,14/01/2026 14:50:00.6,0.177
380,Max,0.177,14/01/2026 14:50:00.6
380,Min,0.177,14/01/2026 14:50:00.6
381,Sample,0.1769,14/01/2026 14:50:00.7,
